"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","platform","Group","sp.group"
"7144","3250","20120326_023 15","NOPI",0,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","northern pintail"
"7145","3250","20120326_023 15","RBME",2,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","red-breasted merganser"
"7146","3250","20120326_023 15","RUDU",2,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","ruddy duck"
"7147","3250","20120326_023 15","SCAU",2,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","scaup"
"7148","3250","20120326_023 15","SUSC",1,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","surf scoter"
"7149","3250","20120326_023 15","WWSC",1,0,"0","0","3468","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 15","white-winged scoter"
"7150","3255","20120326_023 2","COME",0,0,"0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common merganser"
"7151","3255","20120326_023 2","RBME",0,0,"0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-breasted merganser"
"7152","3254","20120326_023 2","DCCO",0,0,"1","0","3152","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 2","double-crested cormorant"
"7153","3254","20120326_023 2","PECO",0,1,"1","0","3152","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 2","pelagic cormorant"
"7154","3269","20120326_023 9","BLSC",0,0,"0","0","3398","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 9","black scoter"
"7155","3269","20120326_023 9","SUSC",1,0,"0","0","3398","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 9","surf scoter"
"7156","3269","20120326_023 9","WWSC",0,0,"0","0","3398","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 9","white-winged scoter"
"7157","3272","20120326_024 2","SUSC",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","surf scoter"
"7158","3272","20120326_024 2","COLO",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","common loon"
"7159","3272","20120326_024 2","BUFF",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","bufflehead"
"7160","3272","20120326_024 2","HOGR",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","horned grebe"
"7161","3272","20120326_024 2","WEGR",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","western grebe"
"7162","3272","20120326_024 2","COMU",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","common murre"
"7163","3272","20120326_024 2","GWGU",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","gull"
"7164","3272","20120326_024 2","WWSC",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","white-winged scoter"
"7165","3272","20120326_024 2","DCCO",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","double-crested cormorant"
"7166","3272","20120326_024 2","MALL",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","mallard duck"
"7167","3272","20120326_024 2","AMWI",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","American wigeon"
"7168","3272","20120326_024 2","EUWI",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","Eurasian wigeon"
"7169","3272","20120326_024 2","NOPI",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","northern pintail"
"7170","3272","20120326_024 2","RBME",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","red-breasted merganser"
"7171","3272","20120326_024 2","BLBR",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","goose"
"7172","3272","20120326_024 2","COGO",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","common goldeneye"
"7173","3272","20120326_024 2","SCAU",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","scaup"
"7174","3272","20120326_024 2","MAMU",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","marbled murrelet"
"7175","3272","20120326_024 2","LTDU",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","long-tailed duck"
"7176","3272","20120326_024 2","RHAU",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","rhinoceros auklet"
"7177","3272","20120326_024 2","PIGU",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","pigeon guillemot"
"7178","3272","20120326_024 2","HADU",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","Harlequin duck"
"7179","3272","20120326_024 2","RTLO",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","red-throated loon"
"7180","3272","20120326_024 2","BAGO",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","Barrow's goldeneye"
"7181","3272","20120326_024 2","RNGR",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","red-necked grebe"
"7182","3272","20120326_024 2","PECO",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","pelagic cormorant"
"7183","3272","20120326_024 2","PALO",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","Pacific loon"
"7184","3272","20120326_024 2","RUDU",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","ruddy duck"
"7185","3272","20120326_024 2","ANMU",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","ancient murrelet"
"7186","3272","20120326_024 2","COME",1,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","common merganser"
"7187","3272","20120326_024 2","BLSC",0,0,"0","0","3566","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","black scoter"
"7188","3275","20120326_024 4","COLO",0,0,"0","0","3608","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common loon"
"7189","3275","20120326_024 4","PALO",0,0,"0","0","3608","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","Pacific loon"
"7190","3275","20120326_024 4","RTLO",0,0,"0","0","3608","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","red-throated loon"
"7191","3276","20120326_024 4","SUSC",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","surf scoter"
"7192","3276","20120326_024 4","COLO",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common loon"
"7193","3276","20120326_024 4","BUFF",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","bufflehead"
"7194","3276","20120326_024 4","HOGR",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","horned grebe"
"7195","3276","20120326_024 4","WEGR",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","western grebe"
"7196","3276","20120326_024 4","COMU",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common murre"
"7197","3276","20120326_024 4","GWGU",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","gull"
"7198","3276","20120326_024 4","WWSC",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","white-winged scoter"
"7199","3276","20120326_024 4","DCCO",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","double-crested cormorant"
"7200","3276","20120326_024 4","MALL",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","mallard duck"
"7201","3276","20120326_024 4","AMWI",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","American wigeon"
"7202","3276","20120326_024 4","EUWI",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","Eurasian wigeon"
"7203","3276","20120326_024 4","NOPI",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","northern pintail"
"7204","3276","20120326_024 4","RBME",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","red-breasted merganser"
"7205","3276","20120326_024 4","BLBR",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","goose"
"7206","3276","20120326_024 4","COGO",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common goldeneye"
"7207","3276","20120326_024 4","SCAU",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","scaup"
"7208","3276","20120326_024 4","MAMU",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","marbled murrelet"
"7209","3276","20120326_024 4","LTDU",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","long-tailed duck"
"7210","3276","20120326_024 4","RHAU",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","rhinoceros auklet"
"7211","3276","20120326_024 4","PIGU",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","pigeon guillemot"
"7212","3276","20120326_024 4","HADU",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","Harlequin duck"
"7213","3276","20120326_024 4","RTLO",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","red-throated loon"
"7214","3276","20120326_024 4","BAGO",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","Barrow's goldeneye"
"7215","3276","20120326_024 4","RNGR",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","red-necked grebe"
"7216","3276","20120326_024 4","PECO",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","pelagic cormorant"
"7217","3276","20120326_024 4","PALO",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","Pacific loon"
"7218","3276","20120326_024 4","RUDU",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","ruddy duck"
"7219","3276","20120326_024 4","ANMU",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","ancient murrelet"
"7220","3276","20120326_024 4","COME",1,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common merganser"
"7221","3276","20120326_024 4","BLSC",0,0,"0","0","3611","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","black scoter"
"7222","3277","20120326_024 5","BLSC",0,0,"0","0","3614","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","black scoter"
"7223","3277","20120326_024 5","SUSC",24,0,"0","0","3614","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","surf scoter"
"7224","3277","20120326_024 5","WWSC",11,0,"0","0","3614","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","white-winged scoter"
"7225","3281","20120326_024 8","SUSC",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","surf scoter"
"7226","3281","20120326_024 8","COLO",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","common loon"
"7227","3281","20120326_024 8","BUFF",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","bufflehead"
"7228","3281","20120326_024 8","HOGR",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","horned grebe"
"7229","3281","20120326_024 8","WEGR",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","western grebe"
"7230","3281","20120326_024 8","COMU",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","common murre"
"7231","3281","20120326_024 8","GWGU",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","gull"
"7232","3281","20120326_024 8","WWSC",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","white-winged scoter"
"7233","3281","20120326_024 8","DCCO",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","double-crested cormorant"
"7234","3281","20120326_024 8","MALL",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","mallard duck"
"7235","3281","20120326_024 8","AMWI",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","American wigeon"
"7236","3281","20120326_024 8","EUWI",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","Eurasian wigeon"
"7237","3281","20120326_024 8","NOPI",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","northern pintail"
"7238","3281","20120326_024 8","RBME",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","red-breasted merganser"
"7239","3281","20120326_024 8","BLBR",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","goose"
"7240","3281","20120326_024 8","COGO",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","common goldeneye"
"7241","3281","20120326_024 8","SCAU",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","scaup"
"7242","3281","20120326_024 8","MAMU",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","marbled murrelet"
"7243","3281","20120326_024 8","LTDU",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","long-tailed duck"
"7244","3281","20120326_024 8","RHAU",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","rhinoceros auklet"
"7245","3281","20120326_024 8","PIGU",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","pigeon guillemot"
"7246","3281","20120326_024 8","HADU",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","Harlequin duck"
"7247","3281","20120326_024 8","RTLO",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","red-throated loon"
"7248","3281","20120326_024 8","BAGO",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","Barrow's goldeneye"
"7249","3281","20120326_024 8","RNGR",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","red-necked grebe"
"7250","3281","20120326_024 8","PECO",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","pelagic cormorant"
"7251","3281","20120326_024 8","PALO",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","Pacific loon"
"7252","3281","20120326_024 8","RUDU",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","ruddy duck"
"7253","3281","20120326_024 8","ANMU",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","ancient murrelet"
"7254","3281","20120326_024 8","COME",1,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","common merganser"
"7255","3281","20120326_024 8","BLSC",0,0,"0","0","3655","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 8","black scoter"
"7256","3282","20120326_024 9","SUSC",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","surf scoter"
"7257","3282","20120326_024 9","COLO",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","common loon"
"7258","3282","20120326_024 9","BUFF",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","bufflehead"
"7259","3282","20120326_024 9","HOGR",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","horned grebe"
"7260","3282","20120326_024 9","WEGR",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","western grebe"
"7261","3282","20120326_024 9","COMU",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","common murre"
"7262","3282","20120326_024 9","GWGU",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","gull"
"7263","3282","20120326_024 9","WWSC",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","white-winged scoter"
"7264","3282","20120326_024 9","DCCO",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","double-crested cormorant"
"7265","3282","20120326_024 9","MALL",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","mallard duck"
"7266","3282","20120326_024 9","AMWI",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","American wigeon"
"7267","3282","20120326_024 9","EUWI",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","Eurasian wigeon"
"7268","3282","20120326_024 9","NOPI",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","northern pintail"
"7269","3282","20120326_024 9","RBME",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","red-breasted merganser"
"7270","3282","20120326_024 9","BLBR",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","goose"
"7271","3282","20120326_024 9","COGO",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","common goldeneye"
"7272","3282","20120326_024 9","SCAU",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","scaup"
"7273","3282","20120326_024 9","MAMU",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","marbled murrelet"
"7274","3282","20120326_024 9","LTDU",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","long-tailed duck"
"7275","3282","20120326_024 9","RHAU",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","rhinoceros auklet"
"7276","3282","20120326_024 9","PIGU",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","pigeon guillemot"
"7277","3282","20120326_024 9","HADU",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","Harlequin duck"
"7278","3282","20120326_024 9","RTLO",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","red-throated loon"
"7279","3282","20120326_024 9","BAGO",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","Barrow's goldeneye"
"7280","3282","20120326_024 9","RNGR",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","red-necked grebe"
"7281","3282","20120326_024 9","PECO",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","pelagic cormorant"
"7282","3282","20120326_024 9","PALO",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","Pacific loon"
"7283","3282","20120326_024 9","RUDU",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","ruddy duck"
"7284","3282","20120326_024 9","ANMU",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","ancient murrelet"
"7285","3282","20120326_024 9","COME",1,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","common merganser"
"7286","3282","20120326_024 9","BLSC",0,0,"0","0","3660","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 9","black scoter"
"7287","3285","20120326_025 3","BAGO",0,0,"0","0","3696","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 3","Barrow's goldeneye"
"7288","3285","20120326_025 3","COGO",2,0,"0","0","3696","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 3","common goldeneye"
"7289","3290","20120326_025 6","BLSC",0,0,"0","0","3791","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","black scoter"
"7290","3290","20120326_025 6","SUSC",1,0,"0","0","3791","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","surf scoter"
"7291","3290","20120326_025 6","WWSC",0,0,"0","0","3791","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","white-winged scoter"
"7292","3293","20120326_026 2","BLSC",0,0,"0","0","3895","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 2","black scoter"
"7293","3293","20120326_026 2","SUSC",1,0,"0","0","3895","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 2","surf scoter"
"7294","3293","20120326_026 2","WWSC",0,0,"0","0","3895","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 2","white-winged scoter"
"7295","3294","20120326_026 3","AMWI",2,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","American wigeon"
"7296","3294","20120326_026 3","BAGO",1,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","Barrow's goldeneye"
"7297","3294","20120326_026 3","BLSC",0,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","black scoter"
"7298","3294","20120326_026 3","BUFF",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","bufflehead"
"7299","3294","20120326_026 3","COGO",2,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","common goldeneye"
"7300","3294","20120326_026 3","COME",0,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","common merganser"
"7301","3294","20120326_026 3","EUWI",0,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","Eurasian wigeon"
"7302","3294","20120326_026 3","HADU",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","Harlequin duck"
"7303","3294","20120326_026 3","LTDU",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","long-tailed duck"
"7304","3294","20120326_026 3","MALL",0,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","mallard duck"
"7305","3294","20120326_026 3","NOPI",0,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","northern pintail"
"7306","3294","20120326_026 3","RBME",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","red-breasted merganser"
"7307","3294","20120326_026 3","RUDU",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","ruddy duck"
"7308","3294","20120326_026 3","SCAU",3,0,"0","0","3914","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6 3","scaup"
